Name,Country,Date,Cloudiness,Humidity,Wind Speed,Max Temp,Latitude,Longitude
Sechura,PE,1551830678.0,32,75,7.4,78.98,-5.56,-80.82
Ajdabiya,LY,1551830782.0,0,84,2.82,40.41,30.75,20.22
Colesberg,ZA,1551830782.0,20,57,4.38,61.38,-30.72,25.1
Sangueya,GN,1551830784.0,0,76,5.17,74.52,10.7,-14.37
Kupino,RU,1551830784.0,88,89,9.08,22.73,54.36,77.31
Olinda,EC,1551830475.0,75,78,4.7,82.4,-2.03,-79.75
Aykhal,RU,1551830786.0,76,82,7.74,18.54,65.95,111.51
Sanbu,CN,1551830787.0,44,88,4.38,42.53,33.46,119.15
Basoko,CD,1551830787.0,8,92,2.82,74.25,1.23,23.61
Awjilah,LY,1551830787.0,0,79,2.71,45.27,29.14,21.3
Lere,TD,1551830788.0,0,29,11.43,80.73,9.66,14.23
Sangar,RU,1551830789.0,36,80,3.94,-8.78,63.92,127.47
Maniitsoq,GL,1551830789.0,20,70,5.95,12.65,65.42,-52.9
Padang,ID,1551826800.0,40,94,1.12,69.8,-0.92,100.36
Ixtapa,MX,1551830720.0,5,78,10.29,77.0,20.71,-105.21
Quatre Cocos,MU,1551830345.0,20,74,3.36,80.6,-20.21,57.76
Gao,ML,1551830791.0,8,37,3.15,59.36,16.28,-0.04
Irbit,RU,1551830791.0,0,79,10.42,8.37,57.67,63.06
San Patricio,PY,1551830792.0,24,75,5.61,78.3,-26.98,-56.83
Bichura,RU,1551830795.0,0,60,2.37,10.44,50.59,107.6
Tabas,IR,1551830797.0,0,71,2.59,30.2,33.6,56.92
Walvis Bay,NA,1551830524.0,20,82,8.05,66.99,-22.95,14.51
Bumba,CD,1551830799.0,0,87,2.37,77.0,2.18,22.47
Sinnamary,GF,1551830799.0,92,100,10.54,74.7,5.38,-52.96
Tumpat,MY,1551826800.0,75,94,2.24,73.4,6.2,102.17
Pangnirtung,CA,1551826800.0,75,83,4.7,-4.01,66.15,-65.72
Sao Jose do Belmonte,BR,1551830801.0,64,91,3.04,72.68,-7.86,-38.76
Alice Springs,AU,1551828600.0,0,28,16.11,82.4,-23.7,133.88
Maromitsa,RU,1551830804.0,88,93,8.08,31.91,59.87,48.01
Taldan,RU,1551830805.0,0,61,6.62,15.57,53.69,124.82
Vitim,RU,1551830805.0,12,68,5.95,9.0,59.44,112.57
Lata,IN,1551830805.0,0,78,2.71,30.11,30.78,78.62
Durango,US,1551830774.0,75,69,8.05,54.0,37.28,-107.88
Eyl,SO,1551830806.0,80,100,12.33,75.78,7.98,49.82
Khoni,GE,1551828600.0,0,50,4.7,41.0,42.32,42.42
Sobolevo,RU,1551830808.0,92,93,21.05,32.76,54.43,31.9
Sao Filipe,CV,1551830808.0,0,97,17.81,70.38,14.9,-24.5
Benghazi,LY,1551830705.0,0,100,2.48,59.63,32.12,20.07
Mazyr,BY,1551830811.0,88,80,23.4,39.65,52.05,29.27
Belaya Gora,RU,1551830811.0,0,42,2.82,-27.36,68.54,146.19
Clyde River,CA,1551826800.0,75,83,4.94,-5.81,70.47,-68.59
Uige,AO,1551830812.0,8,93,1.7,65.48,-7.61,15.06
Russell,AR,1551826800.0,75,60,2.24,69.8,-33.01,-68.8
Grand-Santi,GF,1551830813.0,80,94,2.15,74.21,4.27,-54.38
Najran,SA,1551826800.0,40,33,11.41,77.0,17.54,44.22
Tommot,RU,1551830814.0,76,75,3.6,15.35,58.97,126.27
El Alto,BO,1551826800.0,75,54,8.05,55.4,-16.5,-68.19
Coihueco,CL,1551826800.0,0,29,9.17,75.2,-36.63,-71.83
Tomsani,RO,1551830753.0,0,56,4.7,50.0,44.95,26.28
Cap Malheureux,MU,1551830645.0,20,74,3.36,80.6,-19.98,57.61
Moose Factory,CA,1551829680.0,75,77,2.24,-0.41,51.26,-80.61
Franco da Rocha,BR,1551830642.0,75,88,4.7,78.8,-23.33,-46.72
Mahebourg,MU,1551830645.0,20,74,3.36,80.6,-20.41,57.7
Rockport,US,1551830645.0,1,31,9.17,50.0,28.02,-97.05
Pathein,MM,1551830831.0,68,93,2.59,66.65,16.78,94.73
Puerto Colombia,CO,1551826800.0,0,83,14.99,78.8,10.99,-74.96
Chekalin,RU,1551826800.0,92,86,8.95,37.4,54.1,36.24
Xuddur,SO,1551830831.0,0,55,9.75,75.24,4.12,43.89
Vardo,US,1551830744.0,1,30,8.05,33.01,39.62,-77.74
Nuuk,GL,1551826200.0,75,62,18.34,24.8,64.17,-51.74
Buala,SB,1551830832.0,80,80,8.41,85.91,-8.15,159.59
Shubarshi,KZ,1551830833.0,88,90,7.4,30.11,48.59,57.19
Riosucio,CO,1551826800.0,40,73,4.7,77.0,5.42,-75.7
Vaitape,PF,1551830834.0,20,98,4.61,84.87,-16.52,-151.75
Palana,RU,1551830835.0,36,67,3.27,11.48,59.08,159.95
Matagami,NG,1551830548.0,32,89,2.04,64.76,9.67,8.4
Onokhoy,RU,1551828600.0,56,66,2.24,15.8,51.92,108.05
Mount Darwin,ZW,1551830838.0,36,94,2.71,62.51,-16.77,31.58
Tuam,IE,1551830584.0,92,92,1.99,41.0,53.52,-8.85
Novobirilyussy,RU,1551830838.0,48,82,6.62,17.33,56.95,90.69
Bam,IR,1551830839.0,0,58,2.59,29.79,29.11,58.36
Maceio,BR,1551826800.0,40,83,2.24,77.0,-9.67,-35.74
Mount Isa,AU,1551828600.0,0,35,4.7,87.8,-20.73,139.49
Nargana,PA,1551830842.0,92,100,17.02,79.2,9.44,-78.59
Marovoay,MG,1551826800.0,40,88,4.7,80.6,-16.11,46.64
Le Port,FR,1551830725.0,24,68,1.59,50.0,42.87,1.37
Santa Rosa,AR,1551830848.0,0,50,5.61,67.23,-36.62,-64.29
Shimoda,JP,1551830539.0,75,81,10.29,53.6,34.7,138.93
Galesong,ID,1551828600.0,20,94,2.24,77.0,-5.32,119.37
Lyuban,BY,1551830575.0,92,98,16.13,37.26,52.8,28.0
Whitianga,NZ,1551830711.0,0,57,4.0,80.01,-36.83,175.7
Wladyslawowo,PL,1551830650.0,75,100,4.7,35.01,54.79,18.4
Makubetsu,JP,1551826800.0,0,79,2.24,28.4,42.84,143.34
Camacha,PT,1551828600.0,40,82,16.11,62.6,33.08,-16.33
Okhotsk,RU,1551830852.0,8,90,5.61,11.03,59.36,143.24
Salinas,US,1551830852.0,75,67,19.46,60.01,36.67,-121.66
Grindavik,IS,1551830055.0,75,100,3.36,28.4,63.84,-22.43
Tiarei,PF,1551830586.0,40,66,9.17,87.8,-17.53,-149.33
Rabo de Peixe,PT,1551830797.0,40,58,8.05,55.4,37.8,-25.58
Xihe,CN,1551830854.0,68,74,1.81,21.51,34.02,105.29
Sao Joao da Barra,BR,1551826800.0,75,88,4.7,78.8,-21.64,-41.05
Santiago de Cuba,CU,1551830585.0,20,65,9.17,80.6,20.03,-75.83
Flinders,AU,1551830825.0,0,35,10.29,84.2,-34.58,150.85
Chicama,PE,1551826800.0,75,83,9.17,77.0,-7.84,-79.15
Keuruu,FI,1551830845.0,0,84,8.05,5.0,62.26,24.71
Zyryanka,RU,1551830857.0,68,69,3.38,-5.45,65.73,150.89
Jumla,NP,1551830857.0,0,96,2.59,7.2,29.28,82.18
Porto Novo,BR,1551826800.0,40,83,1.14,73.4,-23.68,-45.44
Warrington,GB,1551830771.0,75,93,12.75,46.99,53.39,-2.59
Ashland,US,1551830832.0,90,68,6.93,28.99,38.48,-82.64
Usinsk,RU,1551830858.0,88,83,15.01,6.84,66.0,57.56
Effingham,US,1551830619.0,75,57,13.87,23.0,39.12,-88.54
Imeni Poliny Osipenko,RU,1551830859.0,12,57,7.74,17.78,52.42,136.49
Turayf,SA,1551826800.0,0,81,13.87,46.4,31.68,38.65
Paratinga,BR,1551830859.0,36,100,2.71,68.45,-12.69,-43.18
Tura,IN,1551830860.0,100,95,3.83,59.58,25.52,90.21
Sinjar,SY,1551830860.0,92,98,4.83,48.83,35.59,37.0
Oskarshamn,SE,1551830404.0,64,100,3.36,30.0,57.26,16.44
Severo-Yeniseyskiy,RU,1551830629.0,44,55,8.41,18.0,60.37,93.04
Nova Venecia,BR,1551830862.0,20,81,6.17,78.3,-18.71,-40.4
Ballina,IE,1551830825.0,88,90,7.0,41.0,54.11,-9.15
Emerald,AU,1551830316.0,90,62,11.41,84.2,-23.53,148.16
Faya,SA,1551826800.0,40,87,8.05,57.2,18.39,42.45
Okha,RU,1551830862.0,36,97,8.52,4.01,53.59,142.95
Katangli,RU,1551830863.0,32,100,11.99,17.46,51.71,143.23
Baykit,RU,1551830863.0,32,69,11.43,17.28,61.68,96.39
Tacna,PE,1551826800.0,75,64,8.05,73.4,-18.01,-70.25
Sungairaya,ID,1551830573.0,76,85,4.38,77.63,0.7,108.9
Karaton,ID,1551830592.0,75,94,9.17,75.2,-6.34,106.1
Hobyo,SO,1551830682.0,32,93,12.77,75.78,5.35,48.53
Maragogi,BR,1551830679.0,88,95,7.07,77.63,-9.01,-35.22
Santa Cruz do Sul,BR,1551830827.0,80,88,3.0,73.0,-29.71,-52.43
Tondano,ID,1551828600.0,40,83,2.24,82.4,1.3,124.91
Port Blair,IN,1551830702.0,88,100,5.61,80.6,11.67,92.75
Bubaque,GW,1551830873.0,0,91,5.17,78.3,11.28,-15.83
Hokitika,NZ,1551830873.0,56,94,5.95,64.98,-42.72,170.96
Port Hedland,AU,1551828600.0,0,66,9.17,89.6,-20.31,118.58
Mangaratiba,BR,1551826800.0,40,83,2.24,84.2,-22.96,-44.04
Kita,JP,1551830768.0,90,81,5.82,55.0,35.76,139.74
Praia,BR,1551826800.0,20,69,9.17,73.4,-20.25,-43.81
Miri,NG,1551830874.0,8,55,3.04,66.6,10.31,9.75
Shahrud,IR,1551830877.0,0,68,1.81,17.82,36.42,54.97
Cabo San Lucas,MX,1551830520.0,40,41,8.05,81.0,22.89,-109.91
Levashi,RU,1551828600.0,0,86,8.95,37.4,42.43,47.32
Maltahohe,NA,1551830882.0,88,23,3.15,78.57,-24.83,16.98
Novotroitskaya,RU,1551828600.0,0,36,8.95,44.6,45.36,41.53
Crystal Beach,CA,1551830883.0,20,72,10.29,16.0,42.87,-79.06
Kondagaon,IN,1551830883.0,0,49,5.95,62.73,19.59,81.66
Mount Gambier,AU,1551830040.0,75,54,18.34,57.2,-37.83,140.78
Opuwo,NA,1551830883.0,0,59,4.38,66.2,-18.06,13.84
Corinth,GR,1551830703.0,20,81,4.7,57.99,37.94,22.93
Cape Coast,GH,1551830886.0,12,90,4.72,77.94,5.11,-1.24
Constantine,DZ,1551828600.0,0,81,2.15,48.2,36.36,6.61
Swan River,CA,1551830594.0,56,75,6.29,14.04,52.11,-101.27
Maroua,CM,1551830886.0,0,31,9.64,76.59,10.6,14.33
Bafq,IR,1551830886.0,0,63,3.15,27.81,31.6,55.4
Ekibastuz,KZ,1551830887.0,0,84,10.65,18.0,51.72,75.32
Marshall,US,1551830846.0,40,67,17.22,21.2,39.39,-87.69
Pitimbu,BR,1551826800.0,20,94,4.7,77.0,-7.47,-34.81
Yumen,CN,1551830887.0,44,74,2.71,21.65,40.29,97.04
Yerofey Pavlovich,RU,1551830888.0,0,68,3.6,8.33,53.97,121.97
Venado Tuerto,AR,1551830778.0,8,52,8.97,71.01,-33.75,-61.97
Calabozo,VE,1551830888.0,0,38,10.76,89.06,8.92,-67.43
Verkhoyansk,RU,1551830888.0,12,57,2.71,-20.7,67.55,133.39
Fort Nelson,CA,1551826800.0,75,67,3.36,17.6,58.81,-122.69
Pozo Colorado,PY,1551830889.0,24,64,6.4,85.68,-23.49,-58.8
Ketchikan,US,1551830160.0,1,28,4.7,44.6,55.34,-131.65
Muskegon,US,1551830669.0,90,57,19.46,18.0,43.23,-86.25
Taltal,CL,1551830889.0,0,77,2.37,65.52,-25.41,-70.49
Timbuktu,ML,1551830889.0,8,33,3.71,58.86,16.77,-3.01
Le Lorrain,MQ,1551830797.0,20,73,12.75,77.0,14.83,-61.06
Kaniama,CD,1551830649.0,36,93,2.26,68.36,-7.57,24.18
Egvekinot,RU,1551830790.0,24,87,2.93,21.06,66.32,-179.17
Podor,MR,1551830892.0,0,21,9.42,68.4,16.65,-14.96
Sorland,NO,1551830892.0,80,100,26.53,36.05,67.67,12.69
Carmo do Rio Claro,BR,1551830892.0,56,95,3.49,70.2,-20.97,-46.12
Kavieng,PG,1551830651.0,20,98,4.16,85.05,-2.57,150.8
Kharan,PK,1551830892.0,0,55,2.59,42.35,28.58,65.42
Eenhana,NA,1551826800.0,64,54,17.22,78.8,-17.48,16.34
Richards Bay,ZA,1551830893.0,20,96,1.92,68.58,-28.77,32.06
Farah,AF,1551830893.0,12,94,2.37,41.85,32.37,62.11
Killybegs,IE,1551830825.0,92,90,7.0,39.99,54.63,-8.45
Verkhnyaya Inta,RU,1551830893.0,56,46,8.19,6.26,65.99,60.32
Teya,MX,1551830492.0,90,74,11.41,81.0,21.05,-89.07
Auki,NG,1551830894.0,0,44,3.94,68.22,12.18,6.51
Chenghai,CN,1551826800.0,90,100,6.29,62.6,23.46,116.77
Tequila,MX,1551830357.0,5,11,11.41,89.6,20.89,-103.84
Amasia,TR,1551828600.0,0,86,2.37,30.2,40.08,43.97
Whitehorse,CA,1551830568.0,5,41,13.87,19.4,60.72,-135.06
Merville,FR,1551830714.0,0,76,16.11,51.01,43.72,1.3
Karasjok,NO,1551828000.0,90,85,36.91,23.0,69.47,25.52
Bystrice nad Pernstejnem,CZ,1551830855.0,0,84,10.29,37.99,49.52,16.26
Goderich,CA,1551830811.0,44,51,5.01,18.0,43.74,-81.71
Vajszlo,HU,1551830903.0,8,89,3.38,37.13,45.86,17.98
Clarence Town,AU,1551830551.0,0,42,1.12,95.0,-32.59,151.78
Ankazoabo,MG,1551830905.0,8,91,4.61,70.61,-22.29,44.51
Osinki,PL,1551830905.0,92,97,5.61,32.81,54.14,22.99
Hirara,JP,1551829380.0,75,94,17.22,69.8,24.8,125.28
Ofaqim,IL,1551830789.0,36,25,2.93,46.0,31.31,34.62
Mirnyy,RU,1551830909.0,92,94,16.69,35.1,56.57,36.46
Powell River,CA,1551830825.0,20,41,5.82,44.01,49.84,-124.52
Haines Junction,CA,1551830904.0,0,72,2.82,8.06,60.75,-137.51
Bela Vista de Goias,BR,1551826800.0,0,88,3.36,69.8,-16.97,-48.95
Dibulla,CO,1551826800.0,0,74,9.17,80.6,11.27,-73.31
Erenhot,CN,1551830632.0,0,68,3.94,9.72,43.65,111.97
La Ronge,CA,1551826800.0,20,51,12.75,10.4,55.1,-105.3
Ambon,FR,1551830636.0,92,81,21.92,52.0,47.55,-2.56
